# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
       161   -3.6496309329e+02    1.2753793154e+01    2.5964168425e+06    2.5967180000e+06    3.8750000000e+00   -3.6497035655e+02    9.8476409853e-01    9.7612524733e-01
       162   -3.6496226809e+02    1.2748864586e+01    2.5959654032e+06    2.5963670000e+06    4.2758333333e+00   -3.6497037375e+02    9.8474939871e-01    9.7599183783e-01
       163   -3.6496194664e+02    1.2762738073e+01    2.5954887829e+06    2.5958850000e+06    3.9575000000e+00   -3.6497029642e+02    9.8475440879e-01    9.7616573924e-01
       164   -3.6495918266e+02    1.2752282464e+01    2.5951308689e+06    2.5956570000e+06    4.0308333333e+00   -3.6497030065e+02    9.8475652158e-01    9.7600260743e-01
       165   -3.6496044765e+02    1.2844786098e+01    2.5939304256e+06    2.5944680000e+06    4.0333333333e+00   -3.6496992676e+02    9.8476565313e-01    9.7605520669e-01
       166   -3.6496419498e+02    1.2822195215e+01    2.5937513456e+06    2.5941390000e+06    4.2133333333e+00   -3.6496983979e+02    9.8477029310e-01    9.7619017331e-01
       167   -3.6496146302e+02    1.2734797969e+01    2.5934701822e+06    2.5938400000e+06    3.9233333333e+00   -3.6496978206e+02    9.8476234084e-01    9.7597538784e-01
       168   -3.6496081779e+02    1.2784216086e+01    2.5925715355e+06    2.5930100000e+06    4.0666666667e+00   -3.6496957298e+02    9.8475029150e-01    9.7599739299e-01
       169   -3.6496116740e+02    1.2819981464e+01    2.5918881807e+06    2.5923080000e+06    3.9941666667e+00   -3.6496937036e+02    9.8476080575e-01    9.7585356370e-01
       170   -3.6496051848e+02    1.2760946839e+01    2.5909154310e+06    2.5913080000e+06    4.0208333333e+00   -3.6496904152e+02    9.8476045931e-01    9.7612865781e-01
       171   -3.6496382433e+02    1.2850457207e+01    2.5907123363e+06    2.5910750000e+06    4.0458333333e+00   -3.6496901190e+02    9.8476076464e-01    9.7602307922e-01
       172   -3.6495903620e+02    1.2782680747e+01    2.5905713259e+06    2.5909430000e+06    4.0991666667e+00   -3.6496901056e+02    9.8476553412e-01    9.7606161154e-01
       173   -3.6495744459e+02    1.2813892033e+01    2.5896862700e+06    2.5902430000e+06    4.0708333333e+00   -3.6496883390e+02    9.8474807951e-01    9.7599375811e-01
       174   -3.6495801830e+02    1.2757857165e+01    2.5891567472e+06    2.5896960000e+06    4.0508333333e+00   -3.6496864900e+02    9.8477082873e-01    9.7595007290e-01
       175   -3.6495580566e+02    1.2761023794e+01    2.5880169888e+06    2.5886110000e+06    4.0825000000e+00   -3.6496823433e+02    9.8475124409e-01    9.7591449623e-01
       176   -3.6495589121e+02    1.2788174704e+01    2.5871620290e+06    2.5877660000e+06    4.0816666667e+00   -3.6496791967e+02    9.8475820211e-01    9.7612303431e-01
       177   -3.6495745435e+02    1.2798138634e+01    2.5867976270e+06    2.5873870000e+06    4.2383333333e+00   -3.6496775597e+02    9.8475832304e-01    9.7607393096e-01
       178   -3.6495745555e+02    1.2731191484e+01    2.5861559585e+06    2.5866850000e+06    4.0550000000e+00   -3.6496746893e+02    9.8476247129e-01    9.7586563497e-01
       179   -3.6495815321e+02    1.2744833872e+01    2.5847925347e+06    2.5852660000e+06    4.0608333333e+00   -3.6496692470e+02    9.8476281067e-01    9.7603225355e-01
       180   -3.6495924910e+02    1.2716168169e+01    2.5844583288e+06    2.5848570000e+06    4.1375000000e+00   -3.6496677089e+02    9.8476661109e-01    9.7610699547e-01
       181   -3.6496020678e+02    1.2755135706e+01    2.5840339270e+06    2.5844070000e+06    3.9200000000e+00   -3.6496660968e+02    9.8474676183e-01    9.7613495088e-01
       182   -3.6495752749e+02    1.2725902222e+01    2.5842468453e+06    2.5846300000e+06    4.0116666667e+00   -3.6496672192e+02    9.8474611701e-01    9.7597412396e-01
       183   -3.6495801422e+02    1.2778939152e+01    2.5830481977e+06    2.5835080000e+06    4.0216666667e+00   -3.6496632459e+02    9.8475949571e-01    9.7607632723e-01
       184   -3.6495577741e+02    1.2726968926e+01    2.5819957515e+06    2.5824770000e+06    4.1541666667e+00   -3.6496592953e+02    9.8475099374e-01    9.7618720322e-01
       185   -3.6495793642e+02    1.2777609321e+01    2.5814238725e+06    2.5819170000e+06    4.1158333333e+00   -3.6496572239e+02    9.8475928635e-01    9.7593609709e-01
       186   -3.6495960408e+02    1.2815507338e+01    2.5808672164e+06    2.5811890000e+06    4.1266666667e+00   -3.6496542387e+02    9.8475190530e-01    9.7599904540e-01
       187   -3.6496000221e+02    1.2774104383e+01    2.5806453925e+06    2.5809040000e+06    4.1316666667e+00   -3.6496532213e+02    9.8476358733e-01    9.7612038263e-01
       188   -3.6495608573e+02    1.2770533742e+01    2.5804657414e+06    2.5808400000e+06    4.0158333333e+00   -3.6496532477e+02    9.8475916367e-01    9.7611824057e-01
       189   -3.6495866572e+02    1.2727843490e+01    2.5809042828e+06    2.5812870000e+06    3.9825000000e+00   -3.6496552925e+02    9.8475667322e-01    9.7590930416e-01
       190   -3.6495997462e+02    1.2849084461e+01    2.5800364849e+06    2.5803500000e+06    4.0508333333e+00   -3.6496515327e+02    9.8476943424e-01    9.7609355320e-01
       191   -3.6496087198e+02    1.2765442353e+01    2.5797182498e+06    2.5799630000e+06    4.0108333333e+00   -3.6496501900e+02    9.8475124370e-01    9.7616710007e-01
       192   -3.6495691173e+02    1.2785450927e+01    2.5795361122e+06    2.5798530000e+06    4.0283333333e+00   -3.6496500596e+02    9.8476031416e-01    9.7611104199e-01
       193   -3.6495900676e+02    1.2738123771e+01    2.5794022894e+06    2.5797520000e+06    4.1816666667e+00   -3.6496500543e+02    9.8475503344e-01    9.7602947880e-01
       194   -3.6495999253e+02    1.2780920661e+01    2.5791149382e+06    2.5793690000e+06    4.0133333333e+00   -3.6496485261e+02    9.8474571640e-01    9.7598055959e-01
       195   -3.6496313616e+02    1.2858186167e+01    2.5787439163e+06    2.5788950000e+06    4.0875000000e+00   -3.6496468664e+02    9.8476115331e-01    9.7614986263e-01
       196   -3.6495876752e+02    1.2772738036e+01    2.5789570495e+06    2.5791540000e+06    4.0433333333e+00   -3.6496481477e+02    9.8475709528e-01    9.7606036708e-01
       197   -3.6495869674e+02    1.2726231392e+01    2.5784223923e+06    2.5787080000e+06    4.0391666667e+00   -3.6496470137e+02    9.8474105930e-01    9.7601318179e-01
       198   -3.6495974937e+02    1.2814039076e+01    2.5781759649e+06    2.5784580000e+06    4.1508333333e+00   -3.6496461817e+02    9.8476318854e-01    9.7604265805e-01
       199   -3.6496002871e+02    1.2747424135e+01    2.5780306581e+06    2.5782420000e+06    4.0208333333e+00   -3.6496454715e+02    9.8474561597e-01    9.7605694112e-01
       200   -3.6495716011e+02    1.2774187710e+01    2.5774398078e+06    2.5777350000e+06    4.0575000000e+00   -3.6496437351e+02    9.8477216996e-01    9.7599481716e-01
       201   -3.6496180048e+02    1.2717232275e+01    2.5773755771e+06    2.5775820000e+06    4.0375000000e+00   -3.6496433949e+02    9.8473666352e-01    9.7610396100e-01
       202   -3.6496265026e+02    1.2782277343e+01    2.5774887160e+06    2.5775880000e+06    4.1600000000e+00   -3.6496433854e+02    9.8475083807e-01    9.7615173565e-01
       203   -3.6495490097e+02    1.2781344085e+01    2.5775980920e+06    2.5778690000e+06    4.0366666667e+00   -3.6496448938e+02    9.8474195373e-01    9.7606782967e-01
       204   -3.6496107401e+02    1.2830645531e+01    2.5776787213e+06    2.5779980000e+06    4.0900000000e+00   -3.6496458862e+02    9.8475715904e-01    9.7596894955e-01
       205   -3.6495806640e+02    1.2759715902e+01    2.5767397311e+06    2.5769850000e+06    3.8641666667e+00   -3.6496417006e+02    9.8475787879e-01    9.7619660184e-01
       206   -3.6495771241e+02    1.2772448473e+01    2.5768854089e+06    2.5772180000e+06    4.0033333333e+00   -3.6496429365e+02    9.8474353680e-01    9.7596749673e-01
       207   -3.6495717354e+02    1.2793195194e+01    2.5762779280e+06    2.5766080000e+06    4.1341666667e+00   -3.6496406138e+02    9.8475540744e-01    9.7607629876e-01
       208   -3.6496404099e+02    1.2821123949e+01    2.5764913984e+06    2.5766490000e+06    4.0216666667e+00   -3.6496407838e+02    9.8474100101e-01    9.7606309590e-01
       209   -3.6496256721e+02    1.2768760181e+01    2.5767951956e+06    2.5768180000e+06    3.8966666667e+00   -3.6496414009e+02    9.8476488253e-01    9.7625365858e-01
       210   -3.6495866703e+02    1.2749815789e+01    2.5767089327e+06    2.5769350000e+06    4.1275000000e+00   -3.6496424412e+02    9.8476061473e-01    9.7616936399e-01
       211   -3.6495944240e+02    1.2769487939e+01    2.5766018861e+06    2.5768640000e+06    3.8683333333e+00   -3.6496426086e+02    9.8476112497e-01    9.7618423013e-01
       212   -3.6496404601e+02    1.2794620372e+01    2.5768421337e+06    2.5769700000e+06    3.9816666667e+00   -3.6496431068e+02    9.8475173586e-01    9.7613709124e-01
       213   -3.6496127280e+02    1.2802059333e+01    2.5766733085e+06    2.5767630000e+06    4.1200000000e+00   -3.6496424574e+02    9.8475129696e-01    9.7627954142e-01
       214   -3.6495781338e+02    1.2729397931e+01    2.5768024174e+06    2.5770650000e+06    3.8933333333e+00   -3.6496441843e+02    9.8474882196e-01    9.7593696705e-01
       215   -3.6495887610e+02    1.2746018815e+01    2.5764174015e+06    2.5767080000e+06    4.1183333333e+00   -3.6496431031e+02    9.8475653800e-01    9.7593557361e-01
       216   -3.6496219275e+02    1.2781987710e+01    2.5759000833e+06    2.5760630000e+06    4.1825000000e+00   -3.6496406003e+02    9.8475937402e-01    9.7599554048e-01
       217   -3.6496301697e+02    1.2812666246e+01    2.5753126004e+06    2.5753810000e+06    3.8783333333e+00   -3.6496380441e+02    9.8476210399e-01    9.7600005591e-01
       218   -3.6496099329e+02    1.2802392509e+01    2.5749151708e+06    2.5750000000e+06    4.1116666667e+00   -3.6496369356e+02    9.8475769621e-01    9.7621281553e-01
       219   -3.6496171903e+02    1.2729733276e+01    2.5751947999e+06    2.5753160000e+06    4.0475000000e+00   -3.6496385968e+02    9.8476098108e-01    9.7619127128e-01
       220   -3.6495948652e+02    1.2731889091e+01    2.5752211979e+06    2.5753910000e+06    4.0383333333e+00   -3.6496391463e+02    9.8475470524e-01    9.7607004140e-01
       221   -3.6496184548e+02    1.2797287382e+01    2.5752880619e+06    2.5754560000e+06    3.9908333333e+00   -3.6496397126e+02    9.8475441429e-01    9.7596309158e-01
       222   -3.6496181855e+02    1.2783227027e+01    2.5750368734e+06    2.5751180000e+06    3.8550000000e+00   -3.6496385259e+02    9.8476137791e-01    9.7587683361e-01
       223   -3.6496425195e+02    1.2796999164e+01    2.5742752916e+06    2.5742960000e+06    3.9600000000e+00   -3.6496356488e+02    9.8476320394e-01    9.7605714339e-01
       224   -3.6496163773e+02    1.2814311329e+01    2.5740428970e+06    2.5740730000e+06    4.0041666667e+00   -3.6496350908e+02    9.8474716380e-01    9.7615374545e-01
       225   -3.6496341523e+02    1.2751261713e+01    2.5739256563e+06    2.5739710000e+06    4.1125000000e+00   -3.6496351925e+02    9.8474940447e-01    9.7610462589e-01
       226   -3.6496232052e+02    1.2781733126e+01    2.5738069469e+06    2.5738360000e+06    4.0833333333e+00   -3.6496349507e+02    9.8474532139e-01    9.7606102331e-01
       227   -3.6496055442e+02    1.2733764481e+01    2.5735740656e+06    2.5736840000e+06    4.0241666667e+00   -3.6496347782e+02    9.8474510828e-01    9.7611828026e-01
       228   -3.6496031329e+02    1.2843747321e+01    2.5739442619e+06    2.5741040000e+06    4.0175000000e+00   -3.6496367361e+02    9.8476006721e-01    9.7597921452e-01
       229   -3.6496261959e+02    1.2781781374e+01    2.5739220529e+06    2.5740040000e+06    4.0850000000e+00   -3.6496365317e+02    9.8475037041e-01    9.7601907379e-01
       230   -3.6496326391e+02    1.2738354137e+01    2.5738229797e+06    2.5738380000e+06    4.1650000000e+00   -3.6496360495e+02    9.8475469825e-01    9.7609834030e-01
       231   -3.6496036052e+02    1.2767342722e+01    2.5738712159e+06    2.5739700000e+06    4.1375000000e+00   -3.6496368986e+02    9.8473251668e-01    9.7587928375e-01
       232   -3.6496381976e+02    1.2825987674e+01    2.5732751883e+06    2.5733310000e+06    4.0041666667e+00   -3.6496347958e+02    9.8475008696e-01    9.7591992635e-01
       233   -3.6496103330e+02    1.2731979682e+01    2.5725051491e+06    2.5725290000e+06    4.0350000000e+00   -3.6496318347e+02    9.8477026424e-01    9.7613787833e-01
       234   -3.6496065115e+02    1.2755796715e+01    2.5722322530e+06    2.5723690000e+06    3.8650000000e+00   -3.6496316246e+02    9.8474373739e-01    9.7614611279e-01
       235   -3.6496092216e+02    1.2779142318e+01    2.5720621476e+06    2.5722040000e+06    4.0008333333e+00   -3.6496311825e+02    9.8476154614e-01    9.7609404231e-01
       236   -3.6496049108e+02    1.2787184748e+01    2.5720186566e+06    2.5721410000e+06    4.0558333333e+00   -3.6496311058e+02    9.8475838756e-01    9.7612650317e-01
       237   -3.6496072872e+02    1.2764286807e+01    2.5718374220e+06    2.5719690000e+06    3.9716666667e+00   -3.6496306227e+02    9.8476999689e-01    9.7604831162e-01
       238   -3.6496285644e+02    1.2855444279e+01    2.5718251349e+06    2.5718700000e+06    4.0758333333e+00   -3.6496303895e+02    9.8475145541e-01    9.7607810659e-01
       239   -3.6495890175e+02    1.2747487622e+01    2.5717185415e+06    2.5718290000e+06    3.9525000000e+00   -3.6496303967e+02    9.8476080107e-01    9.7605633967e-01
       240   -3.6496261839e+02    1.2824550813e+01    2.5716125089e+06    2.5717350000e+06    4.0825000000e+00   -3.6496303473e+02    9.8476486090e-01    9.7617056190e-01
       241   -3.6496205064e+02    1.2764335886e+01    2.5719959276e+06    2.5720280000e+06    4.0016666667e+00   -3.6496315178e+02    9.8475591484e-01    9.7617211010e-01
       242   -3.6495974679e+02    1.2717009093e+01    2.5715636050e+06    2.5716840000e+06    4.0825000000e+00   -3.6496304728e+02    9.8475930171e-01    9.7601571577e-01
       243   -3.6496090355e+02    1.2843505318e+01    2.5715002686e+06    2.5716330000e+06    3.9691666667e+00   -3.6496305232e+02    9.8474798649e-01    9.7618750420e-01
       244   -3.6495950209e+02    1.2791330223e+01    2.5716485103e+06    2.5718100000e+06    4.0933333333e+00   -3.6496312968e+02    9.8476074242e-01    9.7602116797e-01
       245   -3.6495885439e+02    1.2743098671e+01    2.5715290407e+06    2.5717120000e+06    4.1716666667e+00   -3.6496310796e+02    9.8475523129e-01    9.7602219844e-01
       246   -3.6495898811e+02    1.2786965158e+01    2.5710485798e+06    2.5712580000e+06    4.0683333333e+00   -3.6496293798e+02    9.8476882036e-01    9.7608641373e-01
       247   -3.6496105559e+02    1.2825816194e+01    2.5707564205e+06    2.5709080000e+06    3.9875000000e+00   -3.6496280392e+02    9.8475106915e-01    9.7591979176e-01
       248   -3.6495964862e+02    1.2797798560e+01    2.5706216470e+06    2.5707090000e+06    3.9866666667e+00   -3.6496272946e+02    9.8475569354e-01    9.7604824194e-01
       249   -3.6496310575e+02    1.2752878412e+01    2.5704081715e+06    2.5704490000e+06    4.1116666667e+00   -3.6496264510e+02    9.8475238707e-01    9.7613529776e-01
       250   -3.6496237818e+02    1.2806452681e+01    2.5700962104e+06    2.5701030000e+06    4.0416666667e+00   -3.6496251766e+02    9.8476059939e-01    9.7605971434e-01
       251   -3.6495757953e+02    1.2745224692e+01    2.5700247915e+06    2.5701390000e+06    3.8866666667e+00   -3.6496256165e+02    9.8475934195e-01    9.7614603724e-01
       252   -3.6495842642e+02    1.2785340706e+01    2.5701962882e+06    2.5704250000e+06    3.9558333333e+00   -3.6496269772e+02    9.8476262160e-01    9.7611523386e-01
       253   -3.6495986680e+02    1.2783771355e+01    2.5701351839e+06    2.5703020000e+06    3.9333333333e+00   -3.6496264297e+02    9.8477687804e-01    9.7602810876e-01
       254   -3.6495947014e+02    1.2723504134e+01    2.5696422832e+06    2.5697720000e+06    4.1491666667e+00   -3.6496243545e+02    9.8475912139e-01    9.7610760799e-01
       255   -3.6495706075e+02    1.2710490407e+01    2.5690499713e+06    2.5692560000e+06    4.1100000000e+00   -3.6496224264e+02    9.8477343689e-01    9.7609385752e-01
       256   -3.6495722790e+02    1.2994066882e+01    2.5688222158e+06    2.5690940000e+06    4.0175000000e+00   -3.6496218495e+02    9.8475286727e-01    9.7633874043e-01
       257   -3.6495623360e+02    1.2765087617e+01    2.5690881501e+06    2.5693960000e+06    4.0058333333e+00   -3.6496229244e+02    9.8475370612e-01    9.7597411999e-01
       258   -3.6495624395e+02    1.2763743005e+01    2.5682295723e+06    2.5685240000e+06    4.1633333333e+00   -3.6496194414e+02    9.8474828994e-01    9.7599516298e-01
       259   -3.6495665795e+02    1.2818744030e+01    2.5677492728e+06    2.5680230000e+06    4.0841666667e+00   -3.6496173406e+02    9.8474560605e-01    9.7621477689e-01
       260   -3.6495959020e+02    1.2811882238e+01    2.5679831627e+06    2.5681870000e+06    3.9383333333e+00   -3.6496178316e+02    9.8475902935e-01    9.7597565909e-01
       261   -3.6495750205e+02    1.2713319957e+01    2.5672510147e+06    2.5673870000e+06    3.9641666667e+00   -3.6496145961e+02    9.8475820794e-01    9.7620537924e-01
       262   -3.6495467459e+02    1.2740827752e+01    2.5674052338e+06    2.5676870000e+06    4.0283333333e+00   -3.6496158270e+02    9.8475148327e-01    9.7609833286e-01
       263   -3.6496026679e+02    1.2753620330e+01    2.5670394698e+06    2.5672410000e+06    4.0208333333e+00   -3.6496140234e+02    9.8474965986e-01    9.7599952634e-01
       264   -3.6496044004e+02    1.2731118885e+01    2.5672307413e+06    2.5672310000e+06    3.9525000000e+00   -3.6496137465e+02    9.8475796004e-01    9.7602631006e-01
       265   -3.6496158834e+02    1.2770821111e+01    2.5665462990e+06    2.5665660000e+06    4.0341666667e+00   -3.6496112596e+02    9.8475032580e-01    9.7617010433e-01
       266   -3.6496317430e+02    1.2722872319e+01    2.5665301268e+06    2.5664670000e+06    3.9691666667e+00   -3.6496109869e+02    9.8475066814e-01    9.7619334283e-01
       267   -3.6496216914e+02    1.2780265179e+01    2.5664866559e+06    2.5664260000e+06    4.0891666667e+00   -3.6496110075e+02    9.8474994581e-01    9.7616568722e-01
       268   -3.6496283944e+02    1.2790463393e+01    2.5668215099e+06    2.5667560000e+06    4.0083333333e+00   -3.6496125659e+02    9.8476322195e-01    9.7616329717e-01
       269   -3.6496276272e+02    1.2764652234e+01    2.5670809018e+06    2.5669960000e+06    3.9833333333e+00   -3.6496137108e+02    9.8475775167e-01    9.7608527633e-01
       270   -3.6496076844e+02    1.2747878110e+01    2.5665433619e+06    2.5665120000e+06    3.9325000000e+00   -3.6496120721e+02    9.8475575821e-01    9.7617739562e-01
       271   -3.6496414728e+02    1.2743342061e+01    2.5669112583e+06    2.5668450000e+06    4.1458333333e+00   -3.6496136090e+02    9.8476328813e-01    9.7625957158e-01
       272   -3.6496016022e+02    1.2755813521e+01    2.5674640753e+06    2.5674440000e+06    4.1683333333e+00   -3.6496160632e+02    9.8475565698e-01    9.7623083503e-01
       273   -3.6496003114e+02    1.2745123416e+01    2.5676304189e+06    2.5677230000e+06    4.2266666667e+00   -3.6496174645e+02    9.8475492677e-01    9.7606945921e-01
       274   -3.6495925832e+02    1.2762474876e+01    2.5668181566e+06    2.5669410000e+06    3.9466666667e+00   -3.6496145005e+02    9.8475453163e-01    9.7601697896e-01
       275   -3.6496351619e+02    1.2798584896e+01    2.5660162557e+06    2.5660220000e+06    3.9258333333e+00   -3.6496109934e+02    9.8474171645e-01    9.7607035325e-01
       276   -3.6496670063e+02    1.2750869665e+01    2.5664565927e+06    2.5662300000e+06    4.0233333333e+00   -3.6496118328e+02    9.8475165661e-01    9.7621998028e-01
       277   -3.6496170989e+02    1.2783914256e+01    2.5667177596e+06    2.5665850000e+06    4.0700000000e+00   -3.6496134852e+02    9.8476360780e-01    9.7612937035e-01
       278   -3.6496281925e+02    1.2703639444e+01    2.5669953734e+06    2.5669580000e+06    4.0250000000e+00   -3.6496153834e+02    9.8476102997e-01    9.7606739183e-01
       279   -3.6496038313e+02    1.2814619778e+01    2.5669861366e+06    2.5669750000e+06    4.1200000000e+00   -3.6496156108e+02    9.8475623755e-01    9.7606793989e-01
       280   -3.6495906450e+02    1.2808815314e+01    2.5668877685e+06    2.5669850000e+06    4.0783333333e+00   -3.6496158709e+02    9.8475432962e-01    9.7614282904e-01
       281   -3.6496214397e+02    1.2822492292e+01    2.5675679773e+06    2.5676080000e+06    4.1375000000e+00   -3.6496183816e+02    9.8475420175e-01    9.7597063103e-01
       282   -3.6496238220e+02    1.2763548627e+01    2.5674051794e+06    2.5673450000e+06    4.0241666667e+00   -3.6496173679e+02    9.8474439557e-01    9.7634599168e-01
       283   -3.6496115300e+02    1.2804034790e+01    2.5677868964e+06    2.5678340000e+06    3.9825000000e+00   -3.6496194512e+02    9.8475365341e-01    9.7618966024e-01
       284   -3.6496139579e+02    1.2814202471e+01    2.5679553456e+06    2.5679830000e+06    4.0358333333e+00   -3.6496202212e+02    9.8475201270e-01    9.7607889149e-01
       285   -3.6496391121e+02    1.2800636205e+01    2.5678282561e+06    2.5677940000e+06    4.2025000000e+00   -3.6496196065e+02    9.8476487856e-01    9.7609270837e-01
       286   -3.6496355050e+02    1.2814863937e+01    2.5680083075e+06    2.5679020000e+06    4.0483333333e+00   -3.6496201602e+02    9.8474063876e-01    9.7610267058e-01
       287   -3.6496017219e+02    1.2821748355e+01    2.5680340133e+06    2.5680340000e+06    4.0883333333e+00   -3.6496209404e+02    9.8475948542e-01    9.7618684176e-01
       288   -3.6495849117e+02    1.2748433481e+01    2.5682898383e+06    2.5684380000e+06    3.9975000000e+00   -3.6496227576e+02    9.8475221480e-01    9.7615398931e-01
       289   -3.6496130515e+02    1.2752919000e+01    2.5682551694e+06    2.5683800000e+06    4.0208333333e+00   -3.6496225946e+02    9.8476080310e-01    9.7621302144e-01
       290   -3.6495863077e+02    1.2757246615e+01    2.5684063252e+06    2.5685260000e+06    3.9475000000e+00   -3.6496231367e+02    9.8476909548e-01    9.7604813033e-01
       291   -3.6495773279e+02    1.2731222683e+01    2.5679445709e+06    2.5681510000e+06    3.9050000000e+00   -3.6496217979e+02    9.8475720750e-01    9.7614236858e-01
       292   -3.6495868893e+02    1.2787464571e+01    2.5680632367e+06    2.5682550000e+06    4.0758333333e+00   -3.6496221835e+02    9.8475544293e-01    9.7607208007e-01
       293   -3.6496036928e+02    1.2737625313e+01    2.5679337529e+06    2.5680710000e+06    4.0416666667e+00   -3.6496214015e+02    9.8475851984e-01    9.7610268563e-01
       294   -3.6496175985e+02    1.2775117194e+01    2.5680808210e+06    2.5681340000e+06    3.9550000000e+00   -3.6496216311e+02    9.8474785335e-01    9.7626486780e-01
       295   -3.6496022261e+02    1.2795238995e+01    2.5687504276e+06    2.5688280000e+06    3.9625000000e+00   -3.6496244038e+02    9.8475323386e-01    9.7595167913e-01
       296   -3.6496170014e+02    1.2790036403e+01    2.5682056139e+06    2.5682480000e+06    4.1783333333e+00   -3.6496222866e+02    9.8476168984e-01    9.7622620557e-01
       297   -3.6496226809e+02    1.2774645892e+01    2.5685582397e+06    2.5685720000e+06    3.9816666667e+00   -3.6496236096e+02    9.8475826237e-01    9.7599249700e-01
       298   -3.6495929743e+02    1.2811532394e+01    2.5680744019e+06    2.5681510000e+06    4.0866666667e+00   -3.6496221059e+02    9.8475060086e-01    9.7606254461e-01
       299   -3.6496032749e+02    1.2992717742e+01    2.5680784677e+06    2.5681980000e+06    4.0308333333e+00   -3.6496224515e+02    9.8474735539e-01    9.7620822071e-01
